0 -3 0 0 0 46326.4 71.1814 261 42 4.85817 20 15.842 
0 -3 0 0 0 43910.8 20.5115 231 54 5.36105 4.9697 5.73426 
0 -3 0 0 0 7209.38 4.42768 31 16 3.1157 8.93548 10.5006 
0 -3 0 0 0 1645.18 1.65152 10 10 2.53961 11.9 16.017 
0 -3 0 0 0 43905.5 19.9012 186 50 5.19966 7.37097 12.4082 
0 -3 0 0 0 42557.8 28.6384 187 51 5.14247 9.67914 10.8064 
0 -3 0 0 0 34961.4 28.6814 148 44 5.02495 13.9932 15.6811 
0 -3 0 0 0 39465.9 21.5436 163 51 5.35617 7.69939 7.53439 
0 -3 0 0 0 15763.1 10.5883 59 29 4.25506 12.9831 15.6706 
0 -3 0 0 0 27336.2 15.824 112 47 5.11545 8.84821 10.3986 
0 -3 0 0 0 36277.7 35.6529 177 54 5.4584 13.6384 13.4829 
0 -3 0 0 0 31247 20.8063 112 43 4.86248 12.2054 12.3843 
0 -3 0 0 0 30195.1 30.1236 156 37 4.7185 12.1282 10.5162 
0 -3 0 0 0 13493.3 30.9461 93 29 4.18044 25.9462 16.6514 
0 -3 0 0 0 47461.6 43.7842 293 53 5.31461 8.94881 8.68084 
0 -3 0 0 0 36922.5 20.5341 128 49 5.28663 10.1562 10.9231 
0 -3 0 0 0 37754.1 17.7947 131 50 5.31253 8.70229 11.0924 
0 -3 0 0 0 45929 21.2818 299 60 5.68837 3.79599 3.59276 
0 -3 0 0 0 30677.3 22.596 130 45 5.03292 10.7692 10.0669 
0 -3 0 0 0 20347.2 11.3812 96 41 4.96456 7.32292 9.63272 
0 -3 0 0 0 19663.7 49.157 176 43 4.96863 21.9716 18.2692 
0 -3 0 0 0 45382.8 32.9186 208 58 5.5774 10.5529 12.7005 
0 -3 0 0 0 24145 29.864 154 44 4.94066 13.474 14.3973 
0 -3 0 0 0 42946.7 25.2851 164 47 5.11169 9.40854 9.47118 
0 -3 0 0 0 20333.2 10.801 79 37 4.70567 8.72152 10.9929 
0 -3 0 0 0 47953.6 48.5323 296 57 5.58147 9.81419 8.58749 
0 -3 0 0 0 21654.5 25.0341 128 35 4.52176 12.1328 9.93631 
0 -3 0 0 0 45268.3 34.3758 201 50 5.25418 11.3632 12.7056 
0 -3 0 0 0 19500.2 20.2875 88 36 4.5638 16.3523 15.1415 
